result,desc
1354.jpg,오늘까지 직장내에서 당신의 위치는 안정적일 것입니다. 그러나 점점 밀리는 운이 오고 있습니다. 후배들은 당신보다 더 부지런히 자기개발하고 발전하고 있는데 당신은 이제 더이상 공부를 하려 하지 않기때문입니다. 원래 지적이고 재능이 많은 당신이므로 지금부터라도 지체하지 말고 자기 개발에 힘쓰신다면 보다 희망적인 삶을 살 수 있을 것입니다.
1355.jpg,"현재 당신은 겉으로는 아무 문제 없이 잘 살아가고 있습니다. 하지만 마음속으로는 모든 것을 부정하고 싶고, 일도 하기 싫고 어떻게 살아야 할지 막막해 지기만 할 것입니다. 그러나 자존심이 무척 강한 당신이라서 타인의 도움이나 조언을 들으려하지도 않습니다. 또한 마음만 있지 다른 것을 시도해 보려는 용기 또한 없습니다. 오늘이 당신에게 터닝 포인트라 생각하시고 그동안의 삶을 냉정하게 되돌아 보시기 바랍니다. 그렇다면 다음 삶은 어떻게 살아야 할 것인지 답을 알게 될 것입니다"
1400.jpg,"금전운이 좋아서 하는 일이 잘되고 돈도 잘 벌리는 날입니다. 하지만 현재 하는 일이 적성에 맞지 않는다는 생각이 들어서 일에 집중이 안되고 갈등이 많아지는 날이기도 합니다.그렇다고 현재의 일보다 더 괜찮은 것을 찾지 못하고 , 확신 또한 없기 때문에 우유부단해 지기만 할 뿐입니다. 확실하게 진로를 결정하기 전까지는 현실에 충실해야할 것입니다."
1401.jpg,일이 손에 잡히지 않고 마음만 분주하여 쓸데없이 시간만 보낼 수 있겠습니다.그렇게 되면 당연히 금전운이 좋지 않겠지요. 자신의 행동은 돌아보지 않고 금전운만 탓하는 어리석은 당신은 아니겠지요. 항상 한 발을 뺄려는 마음을 갖고 다른 일을 해보려는 마음과 떠나려는 마음을 먹는다면 성공과 부귀는 점점 당신에게서 멀어질 것입니다.
1402.jpg,"금전운은 좋은 날입니다. 그러나 다른 일을 해 보려는 마음을 갖고 있는 당신이라면 그 금전운은 오래가지 못할 것입니다.왜냐하면 아직은 다른 것에 손을 댈 때가 아니라 현재 하고 있는 일을 완성시킬 의무가 있기 때문입니다. 성공을 향해 간다면 한가지 명심하셔야 할 것이 있지요, 한 우물을 파야 한 다는 것을 말이죠."
1403.jpg,"어떤 일을 해야 할지 마음만 바쁘고, 이걸할까 , 저걸할까,, 하는 마음에 현재의 일은 대충넘어가는 날입니다. 금전운 역시 좋지 않습니다. 이럴때 일수록 처음 먹었던 마음을 생각하시고 삶의 목표를 다시한번 점검해야 할 것입니다. 한가지 일을 십년이상 한다면 그 사람은 존경받을 만한 사람일 것입니다. 그런 사람에게만이 부귀가 따른 다는 것을 잊어서는 안될 것입니다."
1404.jpg,"요즘은 금전적으로 힘든 때인데 특히 오늘은 금전운이 더욱 좋지 않은 날입니다.그러다 보니 다른 것을 해보려는 마음이 들겠습니다. 그렇다고 당장 직종을 바꿀 수는 없는 일이고, 자격증을 딴다든가 공부를 더 하는 것이 좋을 것입니다. 그렇지만 목구멍이 포도청이라 일을 관두고 공부에만 전념할 수도 없는 일이어서 이러지도 못하고 저러지도 못할 수 있습니다. 하지만 인생은 생각보다 깁니다 . 하루살이 인생처럼 살아갈 것인지 보다 길게 미래를 계획하실 것인지요?"
1405.jpg,"하는 일이 금전적으로 크게 이익이 되지 않아서 다른 것을 해보려는 마음이 생기는 날입니다. 그러나 무작정 직업만 바꾼다고 해결될 문제는 아닙니다. 다른 것을 하기 위해서는 철저하게 사전 준비가 있어야 겠고, 자격증을 딴다든지 정보를 수집하는 것이 우선되어야 하겠습니다.그전에는 현실에 충실한 하루를 보내야 겠지요. 현재에 충실한 자만이 다른일에도 충실할 수 있으니까요."
1406.jpg,"금전운이 아주 좋은 날입니다. 목돈이 들어올 수도 있고 , 투자를 해도 좋은 결과를 얻을 수 있을 것입니다. 그러나 자칫하면 당장의 돈에 현혹이 되서 잘못된 선택을 할 수도 있을 것입니다. 신중을 기해서 투자를 하시기 바랍니다. 직업 또한 흔들릴 수 있습니다. 직장인이라면 사업을 해 보려는 생각도 들 수 있습니다. 신중하게 판단해야 할 것입니다."
1407.jpg,"우왕좌왕 하다가 금전운이나 사업운 모두 안 좋아질 수 있는 날입니다.한 우물을 파지 못하고 이걸 할까, 저걸 할까,, 시간만 보내기 때문입니다.또한 다른 일을 시작하려면 공부를 더 해야 하는데 공부 또한 손에 잡히지 않아서 아무 결실도 못맺고 하루를 보낼 수 있습니다. 나중에 후회하지 말고 지금당장 해야 할 일 먼저 해결해 나가시길 바랍니다."
1408.jpg,"금전운이 좋은 날입니다. 현재 하는 일이 마땅치 않은 당신이라도 좋은 일자리가 들어올 수 있습니다. 그러나 새롭게 바꿔야 할지 말아야 할지 고민만 하게 되고 어떤 선택도 하지 못한채 하루를 보낼 수 있겠습니다. 당신의 꿈은 무엇인지요, 하고 싶은 것은 무엇인지요. 하지만 그것을 당신이 할 수 있는 능력을 갖고 있는지요. 자신이 할 수 있는 것부터 해 나가신다면 해답이 눈에 보일 것입니다."
1409.jpg,"돈 욕심이 많이 나는 날입니다. 돈 욕심이 많이 나다보니 투잡을 하게도 되고 , 동업을 할 운도 있습니다. 그렇지만 도박이나 다단계등 안 좋은 일을 벌릴수도 있는 위험도 많이 있습니다.땀흘려 벌기 보다는 편법을 써서 돈벌 생각을 하다보니 생기는 결과라고 할 수 있지요. 그렇게 되면 한때 돈이 많이 벌릴 수는 있어도 모을 수는 없을 것입니다. 땀흘려 번 돈이 가치있는 돈이니까요."
1410.jpg,돈 욕심은 많이 나지만 그에 비해 결과는 적은 날입니다. 자신의 능력은 생각하지 않고 크게만 벌리고 싶어서 현재 일에는 집중하지 않기 때문입니다.현재에 충실한 자만이 다른 일도 잘 해 낼 수 있을 것입니다. 작은 일부터 완성한 사람만이 큰 일을 할 수 있을 것입니다.
1411.jpg,하는 일이 금전적으로는 무난한 편이지만 적성에는 맞지 않는 것 같아서 다른 일을 꿈꾸게 되는 날입니다. 그러나 현재의 상태대로 다른 일을 한다면 거기서 거기일 것입니다. 보다 발전적인 미래를 꿈꾼다면 일을 바꾸기 전에 실력을 먼저 쌓는것이 우선이 되어야 하겠습니다. 현실에 쫓겨서 공부를 안한다는 것은 핑계일 뿐입니다. 당신의 인생은 당신이 꾸려가는 것임을 명심하시기 바랍니다.
1412.jpg,"당신에게 돈을 벌 좋은 기회가 오겠습니다. 새로운 일자리가 될 수도 있겠고, 사업의 기회일 수도 있습니다. 그러나 자신감이 없고 마음의 확신이 없어서 그 기회를 잡지 못하고 놓쳐 버릴 수도 있습니다. 기회는 자주 오지 않습니다. 오늘이 바로 그날입니다. 더이상 주저하지 말고 적극적으로 그 기회를 잡으시고 도전하시기 바랍니다."
1413.jpg,"금전운이 아주 좋은 날입니다. 당신을 금전적으로 도와줄 사람이 나타날 수도 있고, 좋은 곳에 취업이 될 기회도 생기겠습니다. 그러나 적성에 맞지 않는 것 같아서 마음을 정하지 못할 수도 있겠습니다. 적성도 중요하지만 일단은 경제적인 안정이 우선되어야 하지 않을까요? 오늘의 선택은 경제적인 안정을 가져달 줄 수 있는 일입니다. 적성은 나중에 생각하셔도 늦지 않을 것입니다."
1414.jpg,"현실적이기 보다는 감정에 치우치게 되어 일보다는 다른것에 시간을 보낼 수 있는 날입니다. 직장동료와 애정적인 문제가 생길 수도 있고, 본업보다는 취미생활에 더 관심을 갖게 될 수 있습니다. 물론 잠깐의 일탈은 문제없겠지만 본업을 소홀히 하면서까지 빠진다면 부적절한 행동이겠지요. 어떤 것이 더 중요한 일인지를 신중하게 판단하시기 바랍니다."
1415.jpg,어떤 일을 해야 마음에 들지 몰라서 마음만 왔다갔다 분주해 지는 날입니다.어떤 선택도 하지 못하고 헤매다 보니 오늘 할 일을 마치지 못하여 마음만 불편할 수 있겠습니다.이럴때는 일의 순서를 정해놓고 꼭 해야 할 일과 나중으로 미뤄도 되는 일을 구분하여 진행한다면 훨씬 편하게 지낼 수 있을 것입니다. 금전운은 좋지 않습니다. 과소비를 할 수 있습니다. 조심하시기 바랍니다.
1416.jpg,"현실적인 일보다는 취미생활이나 연애에 더 빠지게 되는 날입니다.감수성이 풍부해지기 때문입니다. 그러나 그 감수성을 직장내에서 잘만 발휘하면 사람들로 부터 인기도 얻을 수 있고, 숨겨진 재능을 꺼내게 되는 좋은 기회이기도 할 것입니다. 그 재능이 이왕이면 현실생활에 도움이 될 수 있도록 갈고 닦는 것도 좋은 방법일 것입니다."
1417.jpg,모든 것이 마음에 들지 않아서 일에 대한 집중도가 떨어지게 되는 날입니다. 사적인 이유로 공적인 일까지 망칠 수 있습니다. 그렇게 되면 금전운 역시 안좋아 질 수 있겠지요. 공과 사를 구분하시기 바랍니다. 마음이 불편할때는 차라리 잠깐 자리에서 벗어나서 따뜻한 차를 마시면서 마음을 가라앉히는 것도 나쁘지는 않을 것입니다.
1418.jpg,왠지 마음이 불안해지는 날입니다. 일도 손에 잡히지 않고 사람들과 괜한 다툼이 생길수 있겠습니다. 금전적으로도 손해볼 수 있는 날입니다. 쓸데 없는 일에 투자를 하기 때문입니다. 정확한 근거가 없는 일에 손을 대기도 하고 줏대가 없이 남의 말에 솔깃하여 일을 그르칠 수 있는 나약한 마음을 갖고 있는 당신입니다. 무엇보다 감정보다 이성으로 일처리를 해야 할 것입니다.
1419.jpg,"어떤 일을 해도 재미를 못느끼고 목표의식도 불투명해지는 날입니다. 하루 하루 살아가느라 적성도 잊어버리고 취미생활에서도 손을 뗀지가 오래일 수 있겠습니다. 그렇다고 큰 돈을 버는 날도 아닙니다. 이럴때는 시장에 가서 바쁘고 고단하게 살아가는 사람들을 돌아본다든가, 취미생활을 시작하여 삶의 활력소를 만들어 보는 것도 좋을 것입니다. 금전운은 무난한 날입니다."
1420.jpg,금전운 보다는 애정운이 더 좋은 날입니다. 직장동료들과 친목을 돈독히 하는 날이기도 합니다. 또한 감수성도 풍부해져서 삶의 의욕도 넘쳐나는 날이니 자연스레 일도 잘 풀릴 것입니다.금전운은 무난하겠습니다. 약간의 목돈이 들어올 수도 있습니다. 그러나 인맥관리를 하느라 소비는 커질 수있겠습니다.
1421.jpg,직장내에서 트러블이 일어날 수 있는 날입니다. 동료들간의 다툼에 끼어서 이쪽 편도 들지 못하고 저쪽 편도 들지 못하는 난처한 상황이 생길 수도 있습니다. 자칫하면 불똥이 당신에게 튀길 수도 있으니 처음부터 냉정하게 판단을 해야 할 것입니다. 금전운 역시 좋지 못한 날입니다. 판단 착오로 손해볼 수도 있습니다. 주식 투자를 특히 조심해야 합니다.
1422.jpg,현실에서 벗어나서 낭만적으로 지내게 되는 날입니다. 감수성이 풍부해 지는 날이니 잘만 활용하면 주변 사람들에게 인기도 얻을 수 있고 재밌는 하루를 보낼 수도 있습니다. 하지만 너무 감정에만 치우치다 보면 유흥에 빠질 수도 있고 일에는 소홀해 질 수도 있습니다. 공과 사를 냉정하게 구분하시고 어느쪽에도 치우치지 않게 행동하신다면 큰 문제 없이 지낼 수 있을 것입니다.금전운은 나쁘지 않습니다. 일한 만큼의 댓가가 들어오는 날입니다.
1423.jpg,"감정에 치우쳐서 자칫하면 후회할 일을 만들 수 있는 날입니다. 직장동료들과 적을 만들 수도 있고, 일보다는 사적인 일로 하루를 보낼 수 있겠습니다. 당신은 매우 이성적으로 판단한 결과라 생각하게지만 사실은 자기 입장에서만 판단한 결과이지요. 어떤 것이 정의로운 것인지 냉정하게 판단할 필요가 있겠습니다."
1424.jpg,"매사에 자신감이 없어지고 무슨 일을 해도 양에 차지않는 날입니다. 남을 원망도 해보지만사실은 그동안 당신이 살아온 결과가 바로 오늘 당신이 처해있는 경제적인 상황일 것입니다. 보다 철저하게 자기반성이 없고 혁신이 없다면 내일도 오늘 처럼, 오늘보다 더 퇴보하는 삶을 살 수도 있을 것입니다. 자기 자신을 믿고 한우물을 파며 일에 집중해야할 때입니다."
1425.jpg,"현재 하는 일이 지금으로서는 가장 잘 맞는 일입니다. 그러나 자꾸 다른 것을 꿈꾼다거나 과거만 생각하게 되기도 하는 날입니다. 그렇게 되면 아무래도 일에 대해 집중도가 떨어지겠고, 금전운 역시 좋지 않게 되겠지요. 자칫하면 나중에는 지금보다 더 못한 일을 할 수도 있을 것입니다. 현재에 충실한 하루가 되시길 바랍니다. 금전운은 무난한 날입니다."
1426.jpg,"현재 하는 일이 당신에게는 아주 잘 맞는 일이고 금전적으로도 큰 이익이 되는 일입니다.그러나 항상 만족을 못하는 당신에게는 좋게 느껴지지 않을 수 있습니다. 당신이 추구하는 것이 더 발전된 미래인지, 단순히 욕심만 많은 것인지를 다시한번 생각해 보시기 바랍니다. 금전운은 좋은 날입니다. 큰 돈이 오갈 수 있고, 계약이 될 수도 있습니다. 하지만 중간에 마음이 변심할 수는 있겠습니다."
1427.jpg,"계약이 성사되는 날입니다. 그러나 일을 진행하는 중간에 마음이 변심할 수도있겠습니다.또한 현재 하는 일이 아주 괜찮음에도 불구하고 다른 일을 해보려는 마음도 들어서 일에 혼선이 빚어질 수 있겠습니다. 무엇보다 중요한 것은 계약을 왜 하려 하는지, 지금 하는 일이 왜 좋은지 왜 해야하는지를 정확하게 판단해야 한다는 것입니다. 막연한 기대감은 아닌지 말이지요."
1428.jpg,현재 하고 있는 일이 있다해도 다른 일을 벌려보려는 마음이 드는 날입니다. 그러나 마음만 조급할 뿐 확신이 없어서 이러지도 못하고 저러지도 못한채 시간만 보낼 수 있는 날입니다. 그것은 아마도 새로운 일을 꼭 해야만 하는 필요를 못느끼기 때문이지요. 단지 그냥 해보고 싶은 막연한 기대감은 아닌지요? 확신이 섰을때 변화를 주어야 겠지요? 오늘의 금전운은 나쁘지 않습니다. 일한 만큼의 댓가가 들어오는 날입니다.
1429.jpg,"일이 막히는 날입니다. 현재 하는 일이 막히다 보니 다른 것을 해볼까,,, 하는 마음이 들어서 투잡을 생각하기도 하지만 한가지 일이 막히는데 두가지 일은 더 막히지요. 일이 막힐때는 억지로 나아가려 하지 말고 조용하게 자기를 돌아보는 것이 가장 현명한 일입니다.금전운 역시 좋지 않은 날입니다. 일한 만큼의 댓가가 들어오지 않을 수도 있습니다."
1430.jpg,"그동안 새로운 일을 꿈꿔 왔다면 오늘은 드디어 새로운 일을 시작할 수 있는 날입니다.유학을 갈 수도 있고, 이동수도 있습니다. 그러나 소심하고 생각 많은 당신이어서 새롭게 시작을 해야 할지 말아야 할지, 떠나야 할지 말아야 할지 고민만 많이 하고 선택을 하지못할 수도 있습니다. 그러나 오늘은 운이 좋은 날이므로 목표만 확실하다면 결정하는 것도 나쁘지 않을 것입니다. 금전운 역시 좋은 날입니다. 큰 돈이 들어올 수 있습니다."
1431.jpg,이것 저것 생각만 하다가 아무런 성과없이 하루를 보낼 수 있는 날입니다. 한 번에 한가지만 생각하고 앞을 향해서 나아가야 하는데 내것보다는 다른 것에 옆눈질을 하고 언제라도 발을 뺄 준비를 하고 있으니 자기 발전이 있을 수 없지요. 한 우물을 파는 자만이 성공의 기쁨을 맛볼 수 있을 것입니다. 힘들더라도 한가지 일에 매진하시기 바랍니다.
1432.jpg,"진퇴양난 , 사면초가에 빠지는 날입니다.직장을 관둬야 할지 말아야 할지, 돈을 벌러 나가야 할지 말아야 할지 혼란스럽기 짝이 없는 날입니다. 그러나 가장 중요한 것은 지금 당장 현실적인 문제를 해결했느냐는 것입니다. 경제적인 안정이 우선 되어야 꿈도 이룰수 있을 것입니다. 혼란스러울때는 여러가지를 생각하지 말고 가장 먼저 해결해야할 일부터 정리하는 것이 좋은 방법일 것입니다."
1433.jpg,현재 하는 일을 계속해야 할지 좀더 발전적인 일을 해야 할지 고민되는 날이기도 하지만 어떤 것도 선택하기 힘들 수 있습니다.그러나 당분간은 새로운 변화를 주는 것은 위험합니다. 변화를 주기 보다는 현재 하고 있는 일을 계속해서 하는 것이 좋습니다. 그래야 큰 돈은 벌리지 않지만 오히려 안정적인 금전운을 유지할 수 있습니다.
1434.jpg,"새로운 변화를 주기에 적당한 날입니다. 사업을 꿈꿔왔다면 시작을 해도 되는 날이고, 직장이동을 하기에도 좋은 날입니다. 그러나 소심하고 걱정이 많은 당신이어서 결정을 못하고 흐지부지 보낼 수도 있습니다. 그러나 이런 기회는 항상 오지 않습니다. 신중하게 판단하고 과감하게 행동하시기 바랍니다. 금전운 역시 좋습니다. 투자를 하기에도 좋고, 큰 돈이 들어올 수도 있는 날입니다."
1435.jpg,"직업운이나 금전운이 좋지 않은 날입니다. 모든 것이 막히는 때입니다.들어올 곳의 돈도 들어오지 않아서 마음고생을 하게되고, 다른곳으로 이동하려는 계획도 무산되기 쉽습니다. 그러므로 오늘은 출장도 자제하고 계약도 다음날로 미루는 것이 좋겠습니다.오늘은 무조건 욕심을 부리지 말고 조심 또 조심하시기 바랍니다."
1436.jpg,"사업확장을 하거나 새로운 일을 벌리기에 좋은 날입니다.그러나 투잡을 하거나 동업은 조심해야 할 것입니다. 상대방을 무조건 믿지 말고 , 특히 돈 조심을 해야 합니다. 오늘의 동지가 내일의 적이 될 수 있기 때문입니다. 모든 것이 다 욕심에서 비롯된 것입니다. 무리한 확장인지 아닌지 다시한번 신중하게 판단하는 것도 중요한 부분입니다."
1437.jpg,"조급한 마음에 잘못된 선택을 할 수도 있겠습니다. 뜻하지 않게 직장을 관둘 수도 있고, 생각지 않게 멀리 떠날 수도 있습니다. 모든 것을 감정적으로 움직인 결과이지요.조급할 수록 한번 더 생각하고 결정을 지어야 나중에 후회가 없을 것입니다. 금전운 역시 잘못된 판단으로 오히려 손해를 볼수 있는 날입니다. 귀가 솔깃해서 잘못된 투자를 할 수도 있습니다. 한번더 생각하고 행동해도 늦지 않을 것입니다."
1438.jpg,그릇이 좀 작아지는 날입니다. 평상시에는 통크게 행동했던 당신이라도 오늘은 왠지 사소한 일에 예민해지고 아랫사람들과 트러블이 있을 수도 있습니다. 작은 일에 신경쓰느라 정작 해야 할 일은 놓칠 수 있습니다. 금전운 역시 소탐대실할 수 있습니다. 조심하시기 바랍니다.
1439.jpg,금전운은 좋은 날입니다. 그러나 쉽고 편안하게 돈이 벌리는 것이 아니라 힘들고 분주하게 돌아다녀야 돈이 들어오는 날입니다. 물론 목돈이 들어오는 날이긴 하지만당신 능력보다 더 힘들게 일을 하니 금방 지칠 수도 있을 것입니다. 하루살이 인생이 아니라면 보다 멀리 보고 앞으로도 꾸준히 할 수 있을만큼의 일을 하는것은 어떠신가요?
1440.jpg,"문서운이 좋은 날입니다. 계약도 잘 될 수 있고, 직장문제도 해결 될 수 있습니다. 그런데 우유부단 하여 결정을 내리지 못하는 당신이라면 좋은 운을 그냥 지나쳐 버릴 수도 있겠습니다. 쟁취하는 자만이 부귀를 가질 수있는 법이지요. 오늘과 같은 날은 쉽게 오지 않을 것입니다. 탁상공론으로만 보내지 말고 행동에 옮기시기 바랍니다."
1441.jpg,사업운이 좋은 날입니다. 사업확장을 하는 것도 좋습니다. 직장인라면 승진운이 있기도 하고 개인적인 일을 도모하기에 좋은 날입니다. 그러나 우유부단하여 결정을 내리지 못하고 시간만 보낼 수도 있습니다. 물론 조심하고 심사숙고하는것은 아주 바람직한 일이지만 행동에 옮겨야 할땐 과감하게 결단을 내릴 필요도 있지요. 더 늦기전에 결단을 내리시기 바랍니다. 금전운 역시 좋은 날입니다.
1442.jpg,생각만 많아지고 행동은 하지 않게되는 날입니다. 새로운 것을 해보려는 마음은 굴뚝같은데 자신감이 없어서 움직이지 못하고 가만히만 있게 되겠습니다.소심하기 보다는 목표의식이 확실하지 않아서지요. 마음만 앞서가지 말고 철저하게 목표와 실천 가능성을 정확히 계산하는 것이 우선이 되어야 할 것입니다. 금전운은 나쁘지 않습니다. 일한 만큼의 댓가가 들어오는 날입니다.
1443.jpg,사소한 일로 말다툼이 생기는 날입니다. 동료들이나 고객들과 마찰이 빚어질 수 있겠습니다.그러나 사실은 개인적인 문제가 풀리지 않은 상태여서 예민해진 것일 수 있습니다. 자신의 문제를 다른 사람에게 전가하는 어리석은 행동은 하지 않아야 겠지요. 금전운은 좋지 않습니다. 손해볼 수 있는 날입니다. 신중하게 판단하고 행동해야 할 것입니다.
1444.jpg,활동적인 일보다는 정적인 일이 더 잘 진행되는 날입니다. 그러므로 밖에 나가서 영업할때는 신중을 기해야 할 것입니다. 그대신 공부라든지 사무적인 일은 잘 풀리는 날입니다. 두가지 일을 적절히 병행하여서 손해가 없도록 하여야 하겠습니다. 금전운은 나쁘지 않습니다. 일한 만큼의 댓가가 들어오는 날입니다.
1445.jpg,적성에 맞는 것과는 무관한 일들만 생겨서 스트레스를 받고 힘들 수 있는 날입니다.마음이 불편하다 보니 주변 동료들과 마찰이 생길 수도 있습니다. 하지만 오늘은 희생하고 양보해야하는 날이라 생각하고 마음을 비우시는 것이 좋습니다. 금전운은 나쁘지 않습니다. 일한 만큼의 댓가가 들어오는 날입니다.
1446.jpg,현재 하는 일이 적성에 맞는지 혼란스러워서 갈등이 많아지는 날입니다.마음이 불안하다보니 한가지 일만 하는 것이 아니라 문어발처럼 이것 저것 일만 벌릴 수도 있습니다.일을 여러가지 한다고해서 돈이 많이 벌리는 것은 아닐 것입니다.한 우물을 파는 자가 성공한다는 것은 기본 진리일 것입니다.
1447.jpg,금전운도 사업운도 그저 그런 날입니다.적성에 맞아서 하는 일이기 보다는 먹고 살기 위해서 하는 일이라 생각하니 재미도 없고 의욕도 없어질 수 있습니다. 피할 수 없으면 차라리 즐기라는 말이 있듯이 남이 시키기 전에 당신 스스로가 일을 찾아서 한다면 훨씬 즐겁게 하루를 보낼 수 있을 것입니다. 또한 나쁜일이 일어나지 않은채 하루가 감을 감사한다면 더 행복하겠지요.
1448.jpg,현재 하는 일이 적성에 잘 맞는데도 불구하고 더 많은 욕심을 내서 다른 일을 벌려보려는 마음이 드는 날입니다. 편법을 써서 빨리 가고 싶기도 하고 투잡을 하거나 동업을 생각할 수가 있겠습니다.당신에게 주어진 복이 하나인데 투잡이나 동업을 한다해도 복을 반으로 나누는 것 밖에는 되지 않을 거입니다. 인생을 길게 보고 천천히 정석대로 살아가신다면 오히려 더 금전운이 좋아지고 행복해 질 것입니다.
1449.jpg,현재 하는 일이 적성에 맞지 않는단 생각에 다른 일을 해보려는 마음이 드는 날입니다.그러나 어떤 것이 잘 맞는지 확신이 서지 않기에 이러지도 저러지도 못한채 하루를 보낼 수 있겠습니다. 지나온 세월을 돌아보시기 바랍니다. 한번이라도 제대로 자신이 하고 싶은 것을 확실하게 찾고 올인해 본적이 있는지요. 그때 그때 코앞의 일에만 매달리다보니 정작 미래를 대비하지는 못하지 않았나요? 지금이라도 늦지 않았습니다. 보다 멀리 미래를 내다보고 평생을 바칠 수 있을 만큼의 일을 찾아 보시기 바랍니다.
1450.jpg,"지적인 활동이 왕성해지므로 공부운이 좋은 날입니다. 수험생에게는 더 없이 좋은 날이지만직장인에게는 돈을 벌어야 할지, 새로운 것을 배워야 할지 고민이 되기도 할 것입니다. 미래를 위해서는 공부를 하는 것이 당연하겠지만 현실이 발목을 잡고 있으니 말이지요. 그러나 조금만 양보를 한다면 얼마든지 배울 수 있는 시간을 낼 수 있을 것입니다. 나중에 후회하지 말고 배움에 도전해 보시기 바랍니다."
1451.jpg,"신경이 매우 예민해지는 날입니다.괜한 일로 동료들과 다툼이 생길 수도 있습니다. 그러나 쉽게 지나가지 않고 구설수나 관제수로까지 이어질 수 있습니다. 그러므로 무조건 양보 , 또 양보해야 할 것입니다. 옳고 그름은 다음날 따지시기 바랍니다. 금전운 역시 안좋은 날입니다. 손해볼 수 있고, 과소비를 할 수 있습니다."
1452.jpg,현재 하는 일이 양에 차지 않아서 다른 일을 해보려는 마음이 드는 날입니다. 그러나 아직은 다른 일을 할 단계의 수준은 아닙니다. 아무리 일한지가 오래?榮謀巒
1453.jpg,직장운이나 금전운은 무난한 편입니다. 그러나 특별한 재미를 느끼지 못하고 더이상의 발전이 없을 것이라는 생각에 다른 일을 해 보려는 마음이 들겠습니다. 그렇다고 지금 하는 일을 관둘 만큼의 용기는 없고 준비도 덜 되있기 때문에 생각만 있다 흐지 부지 말겠습니다. 그러므로 일단은 현재 하는 일에 충실하는 수 밖에는 없겠지요. 금전운은 좋은 편입니다. 일한 만큼의 댓가가 들어오는 날입니다.
1454.jpg,"합격운이 좋은 날입니다. 수험생에게 무척좋은 날이기도 하지만 직장내에서 승진도 할 수 있고, 실력을 인정받기도 좋은 날입니다. 이럴때는 못다한 공부도 하면 좋습니다. 일과 공부를 적절하게 병행해 나간다면 보다 발전된 미래가 기다리고 있을 것입니다. 금전운 역시 좋은 날입니다. 큰 돈은 들어오지 않더라도 작은 건의 계약이 되거나 목돈이 들어올 수 있겠습니다."
1455.jpg,"승진운이 있거나 합격운이 있는 날입니다. 다른 곳으로 발령이 날 수도 있습니다. 그러나 자칫하면 잘못된 선택으로 나중에 후회할 수도 있는 기로에 서 있기도 한 날입니다. 그러므로 신중하게 판단해야 할 것입니다. 금전운은 좋습니다. 목돈이 들어올 수 있고, 투자를 한다면 좋은 결과를 얻을 수 있습니다"
1500.jpg,"돈을 벌긴 벌어야 겠는데 일하기는 싫고 , 마음도 못잡아서 갈등이 많이 되는 날입니다. 현재 하는 일이 돈이 되긴 하는데 적성에는 맞지 않을 수도 있고, 좀 부적절한 일이 원인이 되기 때문이기도 할 것입니다. 당장 돈만 벌어주는 일을 할 것인지, 미래까지 가지고 갈 일을 할 것인지를 신중하게 생각해야할 것입니다."
1501.jpg,"일하는 것이 싫고 편하게만 지내고 싶고, 현재 하는 일에 재미를 못느끼는 날입니다. 그대신 다른 것에 손대고 싶은 마음이 커지겠습니다.새로운 것은 자칫하면 부적절한 것일 수 있습니다. 현재로서는 큰 돈이 되고, 쉽게 돈이 벌릴 것 같지만 사실은 금전적인 손실만 가져다 줄 수 있습니다. 땀흘려 번 돈만이 가치가 있다는 것을 떠올려야할 때입니다."
1502.jpg,현재도 금전운이 나쁜 편은 아닌데 양에 안찬 나머지 다른 일을 벌리려는 날입니다.그러나 그 다른 일이 자칫하면 안좋은 결과를 가져다 줄수 있습니다. 첫 시작부터 뭔가 마음에 걸리는 것이 있다면 아예 미련을 접는 것이 좋습니다. 나중에 크게 후회할 수 있으니까요.그러나 오늘은 금전운은 좋습니다.? 일시적으로 재물이 들어올 수 있습니다.
1503.jpg,현재 하는 일도 무난하고 괜찮은 편이지만 자꾸 과거를 떠올리게 되는 날입니다.혹시 과거 한때 잘 나갔던 때를 생각하시나요? 과거에 금송아지가 있었던들 지금은 아무 소용없는 일이지요. 현재를 직시하고 현실을 받아들이면서 착실하게 살아간다면 언젠가는 더 멋진 인생을 살 수 있을 것입니다. 오늘의 금전운은 좋지 않습니다. 손해보기도 쉽고 안좋은 일에 엮이게 되서 돈이 샐 수도 있을 수 있습니다. 조심하시기 바랍니다.
1504.jpg,직장내에서나 사업장내에서 개인적인 문제로 불화가 생길 수 있는 날입니다.그로인해 금전적인 피해도 생길 수 있습니다. 그러나 그 문제가 상대방의 잘못만은 아닙니다.당신 역시 그 문제에 일조를 했기 때문에 일어난 결과일 뿐입니다. 주먹구구식으로 해결하려 들지 말고 늦더라도 잘못된 부분을 과감하게 정리하는 것이 문제해결의 지름길 일 것입니다.
1505.jpg,금전운이 나쁘지 않습니다. 일한 만큼의 댓가를 받는 날입니다.그러나 왠지 일보다는 다른 것에 관심이 가게 되어 일은 소홀해 질 수 있겠습니다.도박이나 게임등에 빠질 수도 있습니다. 잠깐의 일탈은 괜찮을지 모르지만 이런 상황을 즐기고 빠지다 보면 날새는 줄 모르지요. 빨리 제자리로 돌아오시기 바랍니다.
