result,desc
0927.jpg,이성과 감정싸움을 하고 있다면 빨리 마음을 푸시는 것이 좋습니다.당신에게 가장 좋은 사람이고 잘 맞는 사람이기 때문입니다.현재의 그 분보다 더 괜찮은 사람을 만나기는 힘들 것입니다.자존심을 그만 부리고 있을때 잘 하시기 바랍니다. 현재 쏠로라면 아주 괜찮고 매력적인 분을 만날 것입니다. 고민하다 놓치지 마시고 적극적으로 대쉬하시기 바랍니다.
0928.jpg,생각만 많고 노인네 처럼 움직이지 않으려는 당신이라도 오늘은 밖에 나가시기 바랍니다. 적극적으로 다가오는 이성이 있을 것입니다.우유부단한 당신의 마음을 움직일 수 있는 사람입니다. 생각은 나중에 하고 오늘은 즐겁게 데이트를 즐기시기 바랍니다.
0929.jpg,원래 활동적이지 않고 조심성이 많은 당신인데오늘은 더욱더 밖에 나가고 싶지 않고 안으로만 지내고 싶은 마음이 드는 날입니다.이런날 데이트를 하게 된다면 재미가 없겠지요. 특히 소개팅을 한다면 실패할 확율이 더 많겠습니다.데이트 약속이 있다면 즐겁게 보낼 수 있도록 마음을 새롭게 먹고 나가는 것이 좋겠습니다.
0930.jpg,원래 좀 소심한 편인 당신이라도 활발하고 적극적인 마음이 드는 때입니다.새로운 이성을 만난다면 마음도 잘 맞고 진전이 많이 될 것입니다. 애정운이 좋은 날이기 때문입니다.집에만 있지 말고 자신에게 맞는 이성을 찾아서 외출을 해 보시기 바랍니다. 기쁜 소식이 기다리고 있을 것입니다.
0931.jpg,의견 다툼이 생기는 날입니다.만나고 있는 이성과 서로 맞지 않는다는 것을 새롭게 느끼게 되고 두 사람 사이에 벽이 있는 것 같아서 다가가기도 싫고 대화도 하기 싫어질 수 있습니다.신중하고 생각많은 당신이지만 자칫 자기 상념에 빠져서 상대방을 받아들이지 못하는 마음은 아닌지요? 조금만 마음을 열고 대화를 시도한다면 생각보다 쉽게 갈등이 해소될 수 있을 것입니다.
0932.jpg,"만나고 있는 이성과 헤어져야 할지 말아야 할지 심각한 고민에 빠지게 되는 날입니다.그러나 진정한 사랑에 대한 회의감인지 , 양에 차지 않아 더 괜찮은 사람을 만나고 싶은 욕심에서 비롯된 고민은 아닌지 다시한번 생각해봐야할 것입니다. 또한 혼자 고민하거나 상념에만 빠져 있지 말고 상대방과 마음을 열고 대화를 하려 노력해야할 것입니다."
0933.jpg,데이트를 할 의욕이 생기지 않아 고민되는 날입니다.신중한 성격이기도 하지만 젊은 혈기 보다는 노인네 같은 권태로운 면이 있기 때문은 아닌지요.하루 하루 늙어가고 있는 우리입니다. 젊을 때 사랑도 하는 것입니다. 열정이 남아있을때 적극적으로 사랑을 하려 마음을 바꿔보는 것은 어떨까요?
0934.jpg,차분한 당신에게도 활기가 넘치는 날입니다.이런날은 집에 가만히 있지말고 밖에 나가서 데이트를 즐기는 것이 최선이겠지요?이성이든 동성이든 여러 사람들과 어울리고 교감이 되는 날입니다. 지금 당장 친구들에게 전화를 하고 데이트 약속을 잡으십시요.
0935.jpg,사귀는 이성과 헤어져야 할지 말아야 할지 심각한 갈등에 쌓이게 되는 날입니다.만난지 얼마 되지 않은 커플이라도 권태기를 심하게 느끼게 되는 날이지요.그러나 너무 고민만 하고 문제점을 터뜨리지 않고있지는 않나요?근본적인 문제가 심각하면 할 수록 정면돌파하여서 결론을 지으려는 노력이 필요할 것입니다.
0936.jpg,갈등이 심한 커플이었다면 오늘은 그 갈등이 해결되고 다시 새롭게 시작할 수 있는 날입니다.이별을 준비하고 있었다면 오늘은 반대로 이별여행을 떠나보시는것도 좋습니다.돌아올때는 다른 행복을 안고 올 수 있을 것입니다.쏠로라면 오늘은 애정지수가 높은 날이니 소개팅을 하거나 데이트를 할 상대를 찾으시기 바랍니다.
0937.jpg,점잖은 당신도 유흥에 빠지게 되거나 그 곳에서 뜻하지 않게 이성을 만날 수 있는 날입니다.물론 잠깐 즐기는 만남이지요. 너무 빠지지는 말고 잠깐의 즐거움만 맛보는 정도로 지나가시길 바랍니다.또한 문득 여행을 떠나고 싶은 마음이 드는 하루 입니다 . 마음으로만 그치지 말고 가볍게 여행을 떠나보는 것도 분위기 전환을 위해서 좋은 방법이아닐까 합니다.
0938.jpg,만나고 있는 이성이 만만하게 여겨지는 날입니다.그러나 상대방은 그리 만만한 사람이 아니라는 것을 잊어서는 안될 것입니다. 그동안은 당신에게 맞추려 노력한 것을 잊지 마시기 바랍니다.예의 없는 행동을 한다거나 상처주는 말을 하면 다툼이 일어날 수도 있을 것입니다. 상대방을 존중하는 마음을 갖는 것이 좋을 듯 합니다.
0939.jpg,만나고 있는 이성이 당신에게는 적당하게 잘 맞는 사람입니다.행동보다는 생각에만 잠겨있는 당신에 비해 상대방은 적극적이기 때문입니다.그러나 너무 착실하고 무난한 나머지 매력을 못느낄 수도 있습니다.다른 이성에게 괜히 관심을 쏟아 시간만 허비하지 말고 자기 사람에게 집중하고 사랑을 쌓아가시기 바랍니다.
0940.jpg,만나고 있는 이성이 있다면 당신에게 가장 잘 맞는 사람입니다. 결혼까지 생각해도 좋은 사람입니다.현재로서는 가장 소중한 사람이니 서로 존중하고 아껴주는 사이로 지내시기 바랍니다.오늘 소개팅을 한다면 아주 괜찮은 사람을 만나고 결실을 맺기도 좋습니다.
0941.jpg,소개팅을 한다면 아주 멋지고 능력좋은 사람을 만나겠습니다.현재 사귀는 사람이있다면 멋진 분이긴 하지만당신과 자존심 싸움을 벌리게도 되는 날입니다.상대방은 그리 만만하지않은 분이므로 예의를 지키고 상대방을 존중하려는 마음을 갖는 것이 좋은 사람을 오래 만날 수 있는 지름길이 아닐까 합니다.
0942.jpg,연인사이라면 오늘은 서로 친구처럼 편안하고 서로를 이해하는 사이가 되는 날입니다.그러나 너무 편안하면 친구인지 연인인지 헷갈릴 수 있겠지요. 편안하지만 낭만적인 데이트를 만들어가야할 때입니다.소개팅을 한다면 당신과 서로 취향이 맞는 사람을 만나겠습니다. 편안한 친구같은 이성친구를 만들 수 있겠습니다.
0943.jpg,만나고 있는 이성이 있다해도 당신은 너무 신중하고 고민이 많은 타입이라자기 세계에 빠져서 연인과 즐겁게 지내지 못할 수가 있겠습니다.이럴때일 수록 서로간의 공통 관심사를 만들어서 서로의 소중함을 알아가는 것이 어떨까요?오늘은 소개팅하기에 좋지 않은 날입니다. 너무 소심해 지기때문이지요.
0944.jpg,"쏠로인 당신이라도 주변에 당신을 이해하고 아껴주는 친구같은 이성이 있는 것을 느끼게 되는 날입니다. 그렇지만 너무 친한 나머지 친구로만 생각하고 이성으로는 생각지 않는 것이 문제가 될 수 있지요. 감수성이 매마른 때문은 아닌것인지,, 오늘은 친구를 만나서 솔직하게 마음을 보여주시기 바랍니다. 뜻하지 않게 연인 사이로 발전한 수도 있을 것입니다."
0945.jpg,만나는 이성과 서로 의견이 맞지 않아서 예민해지는 날입니다.어느 한 쪽도 양보하지 않고 신경전만 벌이게 된다면 오늘은 그냥 넘어갈지 모르지만 내일은 더 깊은 수렁에 빠질 수 있습니다. 내일까지 끌지 말고 오늘 의견조율을 하시는 것이 좋습니다.그 원칙은 물론 상대방을 배려하고 이해하는 마음이 우선되어야 겠지요.
0946.jpg,연인끼리의 가벼운 의견차이가 점점 깊은 갈등으로 번져갈 수 있는 위험한 날입니다.소개팅을 한다해도 서로 맞지 않음을 느껴서 재미없게 보낼 수있습니다. 상대방을 받아들이기 싫고 인정하기 싫기 때문이지요. 자기만의 세계에 너무 빠져 지낸 것은 아닌지요. 자기상념에서 벗어나 상대방의 마음을 들여다 보는 것도 또 다른 재미일 수 있답니다.
0947.jpg,사귀고 있는 이성이 있다해도 남남 처럼 거리감을 느끼는 날입니다.그렇다고 서로 미워하거나 애정이 없는 것은 아닌데 말이죠.권태기라 할 수도 있겠지만 서로 간에 공통 관심사가 부족한 때문은 아닌지요?무의미한 데이트는 접고 서로간에 필요한 취미생활을 해본다든가 공통관심사를 만들어 보는 것은 어떨까요?
0948.jpg,오늘 만나는 이성과는 쏘울 메이트 처럼 서로 잘 통하고 이해심이 좋아지는 편안한 날입니다.당신보다는 상대방의 마음이 더 너그럽기 때문이기도 하지요. 보다 가까운 사이가 되도록 여행을 간다거나 깊은 대화를 나눌 수 있는 교외의 조용한 찻집에서의 데이트는 어떨까요?
0949.jpg,의견다툼이 생길 수 있는 날입니다.연인 사이가 아니더라도 주변 사람들과 냉전을 벌이게 되는 날입니다.너무 소심하여 자기안에서만 갖혀 살아가려는 것은 아닌지요?이성적이라 생각하지만 사실은 다분히 감정적으로 사람들을 대하고 있다는 것을 아는 것이 우선 되어야 할 것입니다. 쓸데 없는 자존심을 버리고 사람들과의 벽을 허무는 날로 삼으시기 바랍니다.
0950.jpg,연인끼리 갈등이 있었다면 오늘은 서로 이해하려는 마음이 커져서 갈등이 해소되는 날입니다.그러나 왠지 모르게 마음 한 구석에는 아직도 앙금이 남아있을 수 있습니다.그렇게 되면 이번에는 이별수가 올 수 있습니다. 못다한 속마음을 솔직하게 털어놓아 문제의 핵심을 해결하는 날로 삼으시기 바랍니다.
0951.jpg,"연인끼리, 또는 친구끼리 의견다툼이 심해지는 날입니다.적당히만 다투어도 될 것을,, 감정이 격해져서 서로 양보를 하지 않는 때문이지요.오늘은 이성적인 판단이 불가능한 날입니다. 논쟁은 다음날로 미루시고 오늘은 조용한 찻집에서 마음을 가라앉히는 것이 좋겠습니다."
0952.jpg,만나는 이성이 순하고 착한 분이기는 한데 만만하게 여겨지는 날입니다.연하라면 문제가 될 것이 없지만 연상이라면 뭔가 잘 못된 만남이라고 할 수 있지요.서로 사랑하는 사이라면 당신이 먼저 상대방을 존중해주어야 할 것입니다.현재는 작지만 큰 사랑을 만들어 가시길 바랍니다.
0953.jpg,"만나는 이성과 친구처럼 편안하게 느껴지는 날입니다.너무 편안해서 친구인지 연인인지 헷갈릴 수 있을 것입니다.그러나 착하고 진국인 사람이니,, 양에 안찬다고 불평만 할 것이 아니라서로 사랑을 키워나가도록 당신이 먼저 노력을 해보시는것은 어떤가요?"
0954.jpg,만나는 이성과 친구와 연인사이로 지내게 되겠습니다. 상대방이 감성적이기 보다는 이성적인 분이기도 하지만 당신 역시 감성을 편안하게 보여주는 타입이 못되니 더욱더 애매한 관계가 될 수 있는 것이지요. 당신이 먼저 숨겨진 감수성을 발휘해 보는 것은 어떤가요?분위기 있는 전통찻집에서 데이트를 즐겨보는 것도 나쁘지는 않을 것입니다.
0955.jpg,오늘 만나는 이성은 무척 멋있고 괜찮은 분이지만자존심 역시 강하고 날카로운 성향이 있는 분입니다.이때 당신 마저 자존심을 부린다면 서로 연인사이인지 적수인지 혼란스러울 수 있습니다.서로 사랑하는 사이라면 자존심을 부릴 것이 아니라 자신을 낮추고 상대방을 존중해야할 것입니다.당신이 먼저 자존심을 접는다면 상대방 역시 당신에게 맞출 것입니다.
1000.jpg,"당신에게 도움이 되는 이성을 만나겠습니다.특히 금전적으로 약간의 도움이 될 수있겠습니다. 하지만 물질적인 도움때문에 자칫하면 마음에도 없는 만남을 가질 수도 있을 것입니다. 또한 너무 물질적인 것만 바라는 것은 아닌지, 진심으로 사랑하고 있는지 마음점검을 해야할 때입니다."
1001.jpg,"지금은 누구를 만나도 손해보는 이성만 만날 수 있습니다. 주는 사랑을 해야하고 일방적으로 희생해야할 수도 있습니다. 그러나 진심으로 사랑하는 사이라면 얼마든지 행복할 수 있겠지요. 그러나 연애가 즐겁지 않고 손해보는 장사라 여긴다면 그 사랑은 진실되다 할 수 없을 것이고, 결코 오래가지는 못할 것입니다."
1002.jpg,우연히 매력적인 이성을 만나게 되는 날입니다. 또한 당신에게 이익이 되는 이성일 수도 있습니다. 하지만 너무 외적인 조건에만 촛점을 맞춘다면 그 만남은 오래가지 못할 수 있을 것입니다. 외적인 조건외에 또다른 매력은 어떤것인지요.. 서로을 이해하고 배려하는 쏘울 메이트같은 사이로 발전하도록 노력하는 것 또한 중요하겠습니다.
1003.jpg,오늘 만나는 이성때문에 금전적인 손해를 볼수도 있습니다.금전적인 손해뿐만 아니라 마음의 상처까지 받을 수 있습니다.상대방을 잘 모르고 겉모습에만 속았기 때문이지요. 그러나 그 손해가 진실한 사랑에서 온 것이라면후회는 없을 것입니다.
1004.jpg,"만나는 이성과 양에 차지 않는 것 같아서 헤어질 마음이 드는 날입니다. 그러나 인연이 깊기에 운명의 수레바퀴 처럼 다시 만나게 되겠습니다.그러나 인연도 다 사람이 만드는 것, 그 인연이 서로에게 상처만 줄 뿐이라면 과감하게 쳐내는 용기도 필요할 것입니다."
1005.jpg,오늘 새로운 인연을 만난다면 보통의 그저 그런 분일 것입니다.양에는 차지 않지만 그렇다고 싫지도 않은 무난한 분이지요.그런 상대에게 당신은 어떤 사람인가요?당신은 멋지고 매력적인 분인가요. 아님 당신 역시 무난한 분인가요?
1006.jpg,"오늘 만나는 이성과는 아주 재밌는 시간을 보낼 것입니다.당신에게 물질적으로 도움을 많이 주기도 할 것입니다.그러나 세상에 공짜는 없는 법, 그 댓가가 진실된 사랑인지 엔조이인지 신중한 판단이 우선되어야 할 것입니다."
1007.jpg,만나는 이성이 현실적으로 힘든 상황에 쳐해 있어서 당신이 도와주어야 하는 일이 생길 수 있겠습니다.또한 오늘 새롬게 만나는 이성이 있다면 양에 차지 않는 것같지만 이상하게 인연인 것 같은 마음이 들어서 마음이 혼란스러워 지는 날입니다.그러나 가장 중요한 것은 사랑이지요. 진실한 사랑이 바탕이 된다면 어떤 장벽도 두 사람에게 문제는 되지 않을 것이라고 봅니다.
1008.jpg,오늘 만나는 이성은 당신에게 꼭 필요한 사람일 것입니다.인연도 깊어서 헤어지지 않고 오래 만날 수 있습니다. 좋은 사람이니 서로 이해하고 배려하며 지낸다면 오랫동안 행복하게 보낼 수 있을 것입니다. 있을때 잘 하시고 서로의 소중함을 잃지 마시기 바랍니다.
1009.jpg,진지한 사랑보다는 물질적으로 즐거움을 더 추구하게 되는 날입니다.유흥에 빠지기 쉬운 날이지요. 물론 기분전환을 위해서 적당히 즐기는 것은 좋지만너무 깊이 빠져서 나중에 후회할 정도가 되지는 말아야겠지요.또한 분위기에 취해서 오늘 만나는 이성이 마치 인연인것 같이 느껴지지만 사실은 오래가지 못할 수 있습니다. 신중하게 행동해야할 것입니다.
1010.jpg,"만나는 이성이 현실적인 면에서 양에 차지 않는 사람일 것입니다.그러나 잘 살펴보면 당신보다 더 나은 점을 발견할 수 있을 것입니다.당신과 인연이 있는 사람이니,, 상대방의 겉모습만 보기 보다는 진심을 보려 노력해야할 것입니다."
1011.jpg,만나고 있는 이성이 무난하고 착실한 편이지만 큰 매력은 못느끼게 되는 때입니다.그래서 다른 사람을 만나보려는 마음이 들기도 하지만 인연이 깊기 때문에 헤어지지는 못할 것입니다. 다른 사람을 찾기 전에 현재의 연인에게 마음을 집중하고 숨겨진 매력을 찾도록 즐거운 데이트도 적극적으로 준비하고 즐겨보는 것은 어떤가요?
1012.jpg,오늘 만나는 이성은 매너있고 쎈스 만점인 사람이겠습니다.그러나 인기가 많다는 것이 단점이지요. 이성에게 인기가 많은 분이어서 부담스러울 수도 있겠습니다.그러나 놓치기에는 아까운 분이니 당신과 인연이 되도록 노력을 해 보심이 좋겠습니다.다른 누구보다 관심을 끄는 매력을 보여준다면 당신에게 마음이 끌리지 않을까요?
1013.jpg,멋지고 매력적인 괜찮은 이성을 만날 수 있는 날입니다. 하지만 바람둥이일 가능성이 많습니다. 물론 당신 역시 즐기려는 마음으로 만난다면야 괜찮겠지요. 하지만 진심으로 사랑하고 그 분을 잡고 싶다면아무리 좋아하는 마음이 커도 마음을 반만 보여주는 것이 필요할 것입니다. 매력을 숨겨놓고 조금씩만 보여준다면 상대방의 관심을 보다 많이 살 수 있지 않을까요?
1014.jpg,그동안 쏠로였다면 오늘 드디어 새로운 인연을 만날 기회가 찾아오겠습니다.운명 처럼 다가오는 사람이겠습니다.그러나 당신의 마음이 아직도 닫혀있어서 알아보지 못할 수도 있습니다.마음의 눈을 열고 이성을 찾으려 노력해야할 것입니다. 운명 역시 사람이 만들어가는 것이니까요.
1015.jpg,"누구를 만나더라도 이상하게 마음이 불편해 지는 날입니다.사랑하는 사람을 만나든 . 새로운 인연을 만나든 마음이 불안해서 부정적으로 생각하기 때문입니다.그러므로 소개팅은 다음으로 미루는 것이 좋겠고,연인사이라면 전통찻집에서 고즈넉하게 차를 마시며 마음을 편안하게 갖는 것이 좋겠습니다."
1016.jpg,애정운도 좋고 활동성도 왕성한 날입니다.멋진 사람을 만나 연애를 시작할 수도 있습니다.헤어질 위기에 있는 연인사이라도 다시 애정이 싹터서 좋은 사이로 지낼 수 있습니다.또한 마음에 둔 이성에게 고백을 하면 성사될 가능성이 많습니다. 적극적으로 대쉬하시기 바랍니다.
1017.jpg,이성과 처음에는 좋은 마음으로 만나기 시작했다가도 이상하게 의견다툼으로 끝날 수 있는 날입니다. 자신의 의견만 중시하고 상대방은 인정하지 않아서겠지요.애정운이 안 좋은 날이니 소개팅은 다음날로 미루는 것이 좋겠습니다.오늘은 역지사지로 다른 사람의 의견도 존중하는 마음을 갖어보는 것은 어떨까요?
1018.jpg,"만나는 이성과 오늘은 애증의 관계로, 서로에게 상처주고 상처받는 날이 될 수 있습니다. 끝도 없는 의견 다툼으로 소모전만 계속될 수 있지요.그렇다고 헤어지지도 못하는 사이인데,, 애증의 수레바퀴 속에서 나와서 이성적으로 판단해야 할때가 아닌가 합니다."
1019.jpg,오래된 연인 처럼 권태기를 느끼는 날입니다.그러나 두 사람이 인연이 깊은지라 쉽게 헤어지지는 못할 것입니다.같이 가야 하는 사이라면 이왕이면 즐겁게 지내도록 노력해 보는 것은어떤가요?자존심을 버리고 당신이 먼저 상대방에게 적극적으로 다가가보시기 바랍니다.
1020.jpg,애정운이 아주 좋은 날입니다. 쏠로라도 오늘 소개팅을 한다면 성사될 가능성이 있습니다.연인끼리 냉전상태라면 사랑하는 마음이 들어서 처음처럼 다시 돌아갈 수 있는 날입니다.헤어졌던 연인에게 연락을 한다면 다시 만나게 될 가능성이 많습니다.
1021.jpg,"지금까지 사이가 좋았던 연인끼리라도 오늘은 또다시 갈등에 쌓이게 되고 예전 문제들까지 꺼집어 내서 다투게 되는 날입니다.운명의 수레바퀴 처럼 좋았다, 나빴다가 반복되는 것이죠.같은 문제로 싸우면서 서로 점점 나아지는 커플인지, 점점 더 악화되 가는지를 신중하게 판단해야 할 때입니다. 점점 나아지고 있다면 계속 만나도 되는 사이가 되겠지요."
1022.jpg,위기에 처해있는 연인 사이라면 오늘은 또다시 사랑하는 감정이 살아나서 잘 사귀게 되는 날입니다. 두 사람의 인연이 깊어서 아직은 헤어질 때는 아니랍니다. 이왕 화해했다면 앞으로 더 사랑하는 사이로 지내기 위해서 서로 노력해야 겠지요. 상대방을 더 많이 사랑하고 더 많이 이해하려는 마음을 갖는 것이 중요하겠습니다.
1023.jpg,사귀고 있는 이성이 있어도 다른 사람에게 눈길이 가는 날입니다.상대방의 친구에게 마음이 끌릴 수 있습니다.애정이 너무 넘쳐서 주체할 수가 없어서지요.넘치는 애정을 다른 사람에게 나누려고 하지 말고 상대방과 더 진지하고 깊게 사랑하는 사이가 되도록 노력해 보심이 어떨까요?
1024.jpg,"예전에 알고 지내던 사람을 다시 만나게 되는 날입니다. 인연이 남아있기 때문이지요.그래서 마음이 설레이지만 , 곧 예전만 못하단 생각에 실망이 들 수 있습니다.소개팅으로 만난다고 해도 양에 차지는 않는 다는 생각이 드는데왠지 끊어내기가 힘들 수 있습니다. 두 사람이 어느정도 인연이 있기 때문입니다.그러므로 한번에 결정하지 말고 좀더 데이트를 해 보는 것이 좋겠습니다."
1025.jpg,오늘 만나는 이성은 무난하고 착하고 순수한 마음을 갖고 있는 괜찮은 사람입니다.그런데 너무 무난한 나머지 매력을 느끼기에는 부족할 수 있습니다.그렇지만 당신과는 인연인 사람입니다. 그러므로 외적인 면이나 조건만 따지지 말고사람 됨됨이를 보고 결정을 해야할 것입니다.
1026.jpg,만나고 있는 이성과 인연이 깊은 사이가 되는 날입니다.상대방이 마음을 잘 드러내지 않아도 사실은 당신을 많이 좋아하고 있을 것입니다.당신 역시 상대방에게 마음을 드러내지 못해도 서로 좋아하기 때문에 운명의 수레바퀴 처럼 앞으로도 인연이 계속 될 것입니다. 이왕 인연이라면 좀더 적극적으로 사랑하는 것은 어떤가요?
1027.jpg,오늘 만나는 이성은 아주 괜찮고 멋지고 매력적인 분이 되겠습니다.물론 당신과 인연도 깊은 사이이구요.그러나 상대방은 자존심 또한 무척 강해서 좋아하는 마음을 잘 드러내지 않을 수도 있습니다.당신이 먼저 적극적으로 다가간다거나 존중해준다면 더할 나위없이 좋은 관계로 발전할 수 있을 것입니다.
1028.jpg,그동안 소심해서 이성을 만나는 것을 자신없어 하던 당신이라도 오늘은 적극적인 마음이 드는 날입니다. 소개팅을 한다면 좋은 성과를 거둘 수 있을 것입니다.헤어질 위기를 맞은 연인이라도 오늘은 또다시 시작하게되는 날입니다.오늘과 같은 마음으로 연애에 충실한다면 보다 행복한 연애생활이 되겠지요.
1029.jpg,이성과 데이트 약속이 있다면 본의 아니게 약속이 취소되거나 안 좋은 일이 생겨서 데이트를 성공적으로 끌고 가지 못할 수가 있겠습니다.계획을 잘 세우시고 미리 미리 점검하셔야 실수를 줄일 수 있겠습니다.또한 자칫하면 별것도 아닌 일로 헤어질 위기까지 올 수도 있는 날입니다.조심하시기 바랍니다.
1030.jpg,소개팅을 하기에 좋은 날입니다. 소극적인 당신도 적극적인 마음이 들어서 분위기를 화기애애하게 만들어 갈것이므로 결국에는 성사될 가능성이 많아지는 것입니다. 현재 연인사이라면 여행을 떠나거나 드라이브를 하기에 적당한 날입니다.서로에 대해서 인연이 깊음을 다시한번 느끼게 될 것입니다.
1031.jpg,"뜻하지 않게 연인과 이별할 수 있는 날입니다.주변의 반대에 부?H친다거나 어쩔 수 없는 상황때문에 안 좋게 되는 것이지요.그러나 아직 사랑은 많이 남아있고, 인연도 많기 때문에 헤어진다는 것은 가슴아픈 일일 것입니다.진심으로 사랑하는 사이라면 어쩔 수 없는 운명이라도 비켜갈 수 있을 것입니다. 당신은 진심으로 사랑하고 있나요?"
1032.jpg,"이별에 대해서 깊이 고민하게 되는 날입니다.그러나 헤어지려 해도 인연이 남아 있기에 잘 헤어지지는 못합니다.서로에게 해가 되는 사이인지, 도움이 되는 사이인지, 서로 진실로 사랑하는지 안하는지,,를 냉정하게 판단해야 할 때 입니다."
1033.jpg,연인과 인연이 깊어서 만나고 있긴 하지만 권태기 역시 만만치 않게 느끼게 되는 날입니다. 사랑보다는 습관때문에 만나고 있는 것은 아닌가요?처음만났던 장소에서 데이트를 해 보는 것은 어떨까요? 그곳에서 서로 사랑하게 된 이유를 떠올려 보면 식어가는 사랑을 되찾을 수 있을 것입니다.
1034.jpg,활동성이 높아지는 날입니다. 주변 사람들과 어울려서 즐겁게 지낼 수있습니다.권태기로 헤어지려는 위기에 있는 커플이라면 주변 사람들의 도움을 받아보는 것도 좋을 것입니다.소개팅을 한다면 분위기 좋게 진행되겠습니다.
1035.jpg,연인 사이라면 오늘 또 한번의 고비를 넘기겠습니다. 헤어질 위기까지 오겠습니다.그러나 아직도 인연이 많이 남아있기 때문에 결국에는 다시 만나게 될 것입니다.다시 만날 사이므로 서로 상처주는 말은 되도록 삼가하는 것이 좋겠지요.
1036.jpg,원기 왕성해지는 날입니다.아무리 쏠로라도 집에 가만히 있지는 못할 것입니다. 밖에 나간다면 즐거운 일이 기다리고 있을 것입니다.현재 연인 사이라면 여행을 떠나십시요.보다 신나고 재밌는 연애를 할 수있을 것입니다.
1037.jpg,에너지가 넘치다 보니 자칫하면 유흥쪽에 빠지게 되는 날입니다.물론 가볍게 즐기는 것은 문제될 것이 없지요. 다음날 후회가 남지 않을 정도로 선을 지키면서 즐기려해야할 것입니다.현재 만나는 이성이 있다면 따로 즐기지 말고 같이 즐겁게 지내는것이 좋지 않을까요?
1038.jpg,만나는 이성이 양에 차지 않게 느껴지는 날입니다.그래서 자칫하면 함부로 대할 수 있는데사실 상대방은 그리 만만한 사람이 아닙니다. 친한사이라도 서로 예의를 지키거나 존중해 주려는 마음을 갖어야 할 것입니다.
1039.jpg,괜찮은 이성을 만나는 날입니다.그런데 서로 성격이 맞지 않는 것같아서 서로 고집만 부리게 되겠습니다.그러나 서로 인연이 깊으므로 결국에는 사귀 가능성이 많이 있습니다.상대방의 성격만 탓할 것이 아니라 당신이 먼저 고집을 접고 다가가는 것은 어떨까요?
1040.jpg,만나고 있는 이성이 현재로서는 당신에게 아주 꼭 맞는 분입니다.그 분보다 더 괜찮은 사람을 만나기 힘들것입니다.미래를 함께할 정도로 괜찮은 분이니서로 알콩달콩 사랑을 키워나가신다면 행복한 연애생활을 즐기실 것입니다.
1041.jpg,오늘 만나는 이성은 아주 매력적이고 적극적인 사람입니다.그러나 불같이 강한 성격을 갖고 있기도 하여서자칫하면 별것도 아닌일로 헤어질 위기도 맞을 수 있겠습니다.그러나 당신이 조금만 양보하는 것은 어떤가요?당신과 인연이 깊기 때문입니다.
1042.jpg,예전에 알고 지내던 사람을 다시 만날 수 있는 날입니다.그 분과 사귀지는 못하고 친구처럼 지내게 되는 사이가 되겠습니다.물론 연애 감정으로까지 가기는 쉽지 않겠지만 일단은 편안하게 만나서 서로 말이 통하는 사이가 되는 것도 나쁘지는 않을 것입니다.
1043.jpg,만나는 이성과 오늘은 서로 의견이 맞지 않아서 다툼이 일어날 수 있습니다.서로 상대방의 의견을 무시하고 자신만 옳다고 하는 것은 아닌지요.사랑하는 마음이 있다면 충분히 이해할 수 있지 않을까요? 두 사람의 인연이 깊으므로 쉽게 헤어지지는 않을 것입니다.친하고 사랑하는 사이일수록 매너를 지키는 것이 중요하지요.
1044.jpg,만나는 이성과는 연인 사이이기 보다는 친구사이로 편안하게 지내게 되는 날입니다.마치 오랫동안 사귀어서 감정은 사라지고 우정만 남은 모습이지요.그러나 인연이 깊기에 친구처럼 지내면서도 오랫동안 만나는 사이가 될 것입니다.우정과 애정을 한데 묶어서 오랫동안 행복하게 지내시길 바랍니다.
1045.jpg,연인끼리 그동안 잘 지내왔다가도 오늘은 티격태격 의견다툼이 생기는 날입니다.순수하게 좋아했던 마음은 사라지고 서로 현실적으로 이익이 되는지에 대해서만 촉각을 세우니 이해심이 없어져 버리게 된 것입니다. 또한 서로 성격이 맞지 않는다고 상대방 탓만 할 수도 있습니다.두 사람의 성격은 원래도 맞지 않았었을 것입니다. 하지만 사랑했기에 감싸줄 수 있었던 것이지요.무엇보다 서로의 성격을 인정하는 것이 순서이지요.
1046.jpg,"그동안 잦은 의견다툼을 벌리는 연인 사이였다면 오늘은 더욱더 깊은 수렁으로 빠지게 될 것입니다.애정도 식었고, 서로에게 이익이 될 것같지도 않아서 양보할 마음이 없는 것이지요. 오늘 의견조율을 보지 못하면 헤어질 가능성도 많습니다.그러나 인연이 있기 때문에 헤어진다 해도 나중에 다시 만나게 될 것입니다.다시 만날 사이라면 서로에게 깊은 상처를 주는 말은 자제해야할 것입니다."
1047.jpg,권태기를 느끼는 날입니다.서로의 소중함도 잃어버리고 사랑하는 감정도 없어진 것 같아 만나는 의미를 찾지 못하게 되는 것이지요. 그러나 두 사람의 인연은 깊어서 아직 헤어질때가 아닙니다.인연이 남아있는 날까지 서로를 이해하고 아껴주는 커플로 지내야 하지 않을까요? 지금 이순간이 행복한 것임을 나중에는 알게 될 것입니다.
